#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-11-16-20-01-38
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1566593113.231566	CuYdry4AbTmGwzn8fc	192.168.134.133	62765	192.168.134.2	53	dns_unmatched_reply	-	F	bro
1566593785.995675	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593785.995675	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593816.496203	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593816.496203	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593818.167385	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593818.167385	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593830.807011	-	-	-	-	-	dns_unmatched_msg_quantity	-	F	bro
1566593830.807304	-	-	-	-	-	dns_unmatched_msg_quantity	-	F	bro
1566593831.009950	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593832.696171	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593838.180093	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593846.499873	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593849.590427	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593849.590427	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593859.622117	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593864.136637	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593879.607976	CtBhpl0c4CN8Pn6D8	192.168.134.132	5353	224.0.0.251	5353	dns_unmatched_reply	-	F	bro
1566593879.608428	CxFS2n4S1fZxVkdgDh	fe80::fde4:9ccf:e7a0:8101	5353	ff02::fb	5353	dns_unmatched_reply	-	F	bro
1566593899.616735	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566593899.616735	-	-	-	-	-	dns_unmatched_msg	-	F	bro
#close	2019-11-16-20-01-52
