#separator \x09
#set_separator	,
#empty_field	(empty)
#unset_field	-
#path	weird
#open	2019-11-16-20-04-01
#fields	ts	uid	id.orig_h	id.orig_p	id.resp_h	id.resp_p	name	addl	notice	peer
#types	time	string	addr	port	addr	port	string	string	bool	string
1566601019.443637	CIYCas3iVryETUMZy5	192.168.134.132	59251	192.168.134.2	53	dns_unmatched_reply	-	F	bro
1566601745.282909	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601745.282909	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601745.913621	C9OvIh3QBQQlEAYiY3	192.168.134.130	8906	203.133.172.61	443	SYN_after_close	-	F	bro
1566601745.927568	CQfsrt2Edmn3hZkvAa	192.168.134.130	8907	203.133.172.61	443	SYN_after_close	-	F	bro
1566601745.951801	C5l7Hd4F0NJGUEHFe2	192.168.134.130	8905	203.133.172.61	443	SYN_after_close	-	F	bro
1566601745.951832	CDh8204REbS5Wxt7N6	192.168.134.130	8904	203.133.172.61	443	SYN_after_close	-	F	bro
1566601751.042230	CtRx4w5FV1b6oHYfj	192.168.134.130	8915	203.133.172.63	443	SYN_after_close	-	F	bro
1566601756.599937	CM9wql1EH6QvMpBZr1	192.168.134.130	8922	203.133.172.61	443	SYN_after_close	-	F	bro
1566601756.601905	CEgmgwDR9LgixTUej	192.168.134.130	8921	203.133.172.61	443	SYN_after_close	-	F	bro
1566601756.601915	CcjHLADdge0R54Hxf	192.168.134.130	8920	203.133.172.61	443	SYN_after_close	-	F	bro
1566601756.608419	CddGft1WDClQhgjsTi	192.168.134.130	8918	203.133.172.61	443	SYN_after_close	-	F	bro
1566601756.624236	CMCKl920gGev9hNjLb	192.168.134.130	8919	203.133.172.61	443	SYN_after_close	-	F	bro
1566601757.959955	CvNVoSSMekZjdNK0g	192.168.134.130	8927	211.231.99.141	443	SYN_after_close	-	F	bro
1566601757.959987	CiHKd01SSPEEiOx33e	192.168.134.130	8931	203.133.172.63	443	SYN_after_close	-	F	bro
1566601757.961458	C9nCzmUBHa6bozczk	192.168.134.130	8928	211.231.99.141	443	SYN_after_close	-	F	bro
1566601757.971418	CrkXCf2nS0YI25H7yb	192.168.134.130	8926	203.133.172.63	443	SYN_after_close	-	F	bro
1566601757.999121	CmSYnP1hFPjZwqXVHd	192.168.134.130	8930	203.133.172.63	443	SYN_after_close	-	F	bro
1566601758.012577	CTXdyi1nMWHL52t9ph	192.168.134.130	8929	203.133.172.63	443	SYN_after_close	-	F	bro
1566601758.014506	Ce2wJw2LI0rG0qmkai	192.168.134.130	8925	203.133.172.63	443	SYN_after_close	-	F	bro
1566601759.915573	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601764.466498	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601764.466498	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601765.297006	-	-	-	-	-	dns_unmatched_msg	-	F	bro
1566601784.501695	CuYexA2KY9D0e4aIo1	192.168.134.129	49929	68.67.160.25	80	unescaped_special_URI_char	-	F	bro
#close	2019-11-16-20-04-16
